match_guid,time,delta,actor_id,loc_x,loc_y,loc_z,rot_x,rot_y,rot_z,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z
0C52006011F129FCBC11E1A4AF19E2AD,163.63809,0.0336139,175,2047.54,-1841.33,674.7,0.30491778,0.061374154,0.8108619,-329.84,2175.6,-193.58,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,163.63809,0.0336139,167,2034.93,-2515.6,732.0,-0.041246086,0.98513794,0.044143092,-731.53,730.0,265.13,158.99,-493.54,183.4
0C52006011F129FCBC11E1A4AF19E2AD,163.67172,0.033613898,175,2033.79,-1750.74,665.96,0.3843726,0.062884696,0.77372044,-329.39,2172.8,-220.38,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,163.70537,0.0336302,175,2028.31,-1714.54,662.15,0.41536048,0.063354045,0.7571731,-329.21,2171.68,-231.1,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,163.739,0.0336195,179,1886.2,-2321.34,636.13,0.5874498,0.23626335,0.7618608,-691.79,1017.51,-15.45,245.29,-309.5,-382.8
0C52006011F129FCBC11E1A4AF19E2AD,163.739,0.0336195,175,2009.13,-1587.99,647.42,0.5195344,0.064373665,0.6920522,-328.58,2167.81,-268.55,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,163.739,0.0336195,167,1973.93,-2454.8,751.6,-0.13108596,0.98682076,0.083546855,-731.53,730.0,210.93,163.88,-463.76,170.89
0C52006011F129FCBC11E1A4AF19E2AD,163.77263,0.0336138,175,1998.17,-1515.77,638.02,0.57562965,0.06451932,0.6500808,-328.22,2165.61,-289.91,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,163.80626,0.0336137,179,1845.88,-2261.98,635.22,0.4814416,0.10652338,0.8670471,-691.79,1017.51,-15.45,259.39,-407.99,-262.2
0C52006011F129FCBC11E1A4AF19E2AD,163.80626,0.0336137,175,1995.44,-1497.73,635.56,0.5892193,0.064508535,0.63908064,-328.13,2165.06,-295.25,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,163.80626,0.0336137,167,1919.03,-2400.08,765.39,-0.20297189,0.94554365,0.1688767,-731.53,730.0,162.15,347.84,-307.48,213.59
0C52006011F129FCBC11E1A4AF19E2AD,163.83989,0.033613898,175,1984.52,-1425.61,625.28,0.6417266,0.06426037,0.59313047,-327.77,2162.86,-316.59,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,163.87352,0.0336136,179,1794.03,-2185.66,633.92,0.30067748,-0.03879145,0.9529211,-691.79,1017.51,-26.27,221.23,-404.56,-237.89
0C52006011F129FCBC11E1A4AF19E2AD,163.87352,0.0336136,175,1965.41,-1299.57,605.57,0.7258452,0.06306273,0.50580996,-327.14,2159.01,-353.89,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,163.90715,0.0336137,175,1954.52,-1227.65,593.33,0.7690603,0.0619514,0.45239583,-326.78,2156.81,-375.17,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,163.90715,0.0336137,167,1848.22,-2334.7,774.77,-0.29595158,0.8402313,0.3408364,-804.38,699.52,48.01,407.85,-182.86,320.49
0C52006011F129FCBC11E1A4AF19E2AD,163.9408,0.033627,175,1946.36,-1173.76,583.68,0.7989939,0.060910203,0.41085583,-326.51,2155.16,-391.12,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,163.97443,0.033614002,179,1730.65,-2092.38,628.56,0.14004673,-0.13249941,0.9786447,-691.79,1017.51,-85.78,96.54,-291.91,-246.69
0C52006011F129FCBC11E1A4AF19E2AD,163.97443,0.033614002,175,1935.48,-1101.96,570.2,0.8354408,0.05926479,0.35371387,-326.15,2152.96,-412.36,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.00806,0.0336136,175,1921.9,-1012.32,552.36,0.8751858,0.056799367,0.27986425,-325.7,2150.21,-438.89,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.00806,0.0336136,167,1771.65,-2271.84,772.47,-0.3870862,0.68289685,0.51527786,-858.3,675.67,-88.19,390.02,-96.46,375.59
0C52006011F129FCBC11E1A4AF19E2AD,164.04169,0.0336136,179,1667.28,-1999.1,617.7,0.01993116,-0.18054023,0.96818256,-691.79,1017.51,-145.29,37.6,-182.05,-288.7
0C52006011F129FCBC11E1A4AF19E2AD,164.04169,0.0336136,175,1911.06,-940.7,537.29,0.90213543,0.054506496,0.21920492,-325.34,2148.01,-460.09,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.07532,0.0336137,179,1655.74,-1982.14,615.14,0.0024195663,-0.1861131,0.9633167,-691.79,1017.51,-156.11,33.09,-163.22,-297.91
0C52006011F129FCBC11E1A4AF19E2AD,164.07532,0.0336137,175,1902.93,-887.02,525.52,0.91943157,0.052612923,0.17298213,-325.07,2146.36,-475.97,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.07532,0.0336137,167,1698.38,-2216.05,759.05,-0.44295493,0.51841223,0.65345293,-895.56,665.94,-221.53,333.95,-24.05,333.02
0C52006011F129FCBC11E1A4AF19E2AD,164.10895,0.0336137,175,1892.09,-815.52,509.22,0.9385145,0.049861576,0.11062881,-324.71,2144.16,-497.13,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.14258,0.033613697,179,1609.66,-1914.3,603.1,-0.05507299,-0.20218964,0.93477935,-691.79,1017.51,-199.39,30.89,-93.62,-336.76
0C52006011F129FCBC11E1A4AF19E2AD,164.14258,0.033613697,175,1878.58,-726.25,487.85,0.9558413,0.046074428,0.031950768,-324.26,2141.41,-523.55,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.14258,0.033613697,167,1629.93,-2166.06,737.36,-0.45749938,0.39748204,0.7329486,-926.35,667.92,-343.3,249.74,-5.48,222.92
0C52006011F129FCBC11E1A4AF19E2AD,164.17621,0.0336176,175,1867.78,-654.91,469.96,0.96440333,0.04279439,-0.031200932,-323.9,2139.21,-544.67,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.20984,0.0336136,175,1862.38,-619.27,460.75,0.9669007,0.041073453,-0.06273364,-323.72,2138.11,-555.21,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.24347,0.0336138,179,1534.77,-1804.06,577.39,-0.11858079,-0.21345402,0.8712309,-691.79,1017.51,-269.72,21.02,-53.24,-266.29
0C52006011F129FCBC11E1A4AF19E2AD,164.24347,0.0336138,175,1848.9,-530.26,436.96,0.9679175,0.03655261,-0.1411473,-323.27,2135.36,-581.56,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.24347,0.0336138,167,1543.11,-2104.22,698.5,-0.45130613,0.2858039,0.7917529,-965.08,681.86,-490.58,216.91,28.56,122.78
0C52006011F129FCBC11E1A4AF19E2AD,164.2771,0.0336138,179,1534.77,-1804.06,577.39,-0.11858079,-0.21345402,0.8712309,-691.79,1017.51,-269.72,21.02,-53.24,-266.29
0C52006011F129FCBC11E1A4AF19E2AD,164.2771,0.0336138,175,1835.45,-441.35,412.07,0.96147096,0.03175116,-0.21847121,-322.82,2132.61,-607.87,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.2771,0.0336138,167,1543.11,-2104.22,698.5,-0.45130613,0.2858039,0.7917529,-965.08,681.86,-490.58,216.91,28.56,122.78
0C52006011F129FCBC11E1A4AF19E2AD,164.31073,0.0336137,179,1494.45,-1744.7,560.4,-0.14245825,-0.2149268,0.8353117,-691.79,1017.51,-307.59,19.91,-38.39,-234.69
0C52006011F129FCBC11E1A4AF19E2AD,164.31073,0.0336137,175,1830.07,-405.82,401.81,0.95681226,0.029755084,-0.24896273,-322.64,2131.51,-618.39,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.34436,0.033613797,175,1819.31,-334.82,380.76,0.9439588,0.025665829,-0.30898544,-322.28,2129.35,-639.4,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.34436,0.033613797,167,1452.53,-2040.5,646.36,-0.40291458,0.19364429,0.8415991,-1008.42,708.45,-632.55,236.3,101.26,53.92
0C52006011F129FCBC11E1A4AF19E2AD,164.37799,0.0336137,179,1431.07,-1651.42,529.24,-0.13179809,-0.15376039,0.79465914,-691.79,1017.51,-367.1,-76.09,182.03,-199.43
0C52006011F129FCBC11E1A4AF19E2AD,164.37799,0.0336137,175,1800.54,-210.73,342.24,0.9103033,0.01821022,-0.41018683,-321.65,2125.57,-676.13,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.41162,0.0336137,175,1792.5,-157.62,325.07,0.89163584,0.014924789,-0.4517431,-321.38,2123.95,-691.85,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.41162,0.0336137,167,1366.41,-1979.88,588.1,-0.33891052,0.12277259,0.8769894,-1054.95,744.72,-751.99,197.01,98.77,24.96
0C52006011F129FCBC11E1A4AF19E2AD,164.44525,0.0336138,175,1781.78,-86.86,301.57,0.8629026,0.0104793925,-0.5051842,-321.02,2121.79,-712.79,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.47888,0.0336137,179,1378.94,-1574.01,499.64,-0.1105425,-0.09398043,0.7631935,-701.75,1060.95,-417.76,-51.86,125.05,-169.2
0C52006011F129FCBC11E1A4AF19E2AD,164.47888,0.0336137,175,1773.77,-33.84,283.49,0.8385482,0.0071076443,-0.54364383,-320.75,2120.17,-728.48,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.51251,0.0336137,175,1757.75,72.07,246.16,0.7829247,0.0003209904,-0.6159344,-320.21,2116.93,-759.83,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.51251,0.0336137,167,1285.36,-1922.39,527.55,-0.28879803,0.07426772,0.89604044,-1101.86,785.06,-850.28,154.2,83.04,12.4
0C52006011F129FCBC11E1A4AF19E2AD,164.54614,0.0336136,179,1319.87,-1481.6,462.09,-0.095124125,-0.04752563,0.7280617,-712.88,1148.18,-477.3,-29.06,83.08,-121.97
0C52006011F129FCBC11E1A4AF19E2AD,164.54614,0.0336136,175,1755.08,89.71,239.78,0.77279085,-0.0008119169,-0.627339,-320.12,2116.39,-765.05,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.57977,0.0336137,175,1744.41,160.21,213.84,0.7299051,-0.005338151,-0.6709831,-319.76,2114.23,-785.92,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.57977,0.0336137,167,1200.64,-1861.65,459.97,-0.24655661,0.03724854,0.9074121,-1152.03,830.27,-940.55,120.91,69.69,4.78
0C52006011F129FCBC11E1A4AF19E2AD,164.6134,0.033613697,175,1725.79,283.42,166.78,-0.64631796,0.013182269,0.73927623,-319.13,2110.45,-822.39,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.64703,0.0336241,179,1254.34,-1371.53,414.99,-0.076646864,-0.020378929,0.7049125,-715.7,1244.81,-544.37,-2.67,54.54,-67.85
0C52006011F129FCBC11E1A4AF19E2AD,164.64703,0.0336241,175,1715.15,353.72,138.93,-0.59408534,0.017584424,0.7733446,-318.81,2108.29,-843.19,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.64703,0.0336241,167,1091.83,-1782.58,368.62,-0.20443392,0.0036549747,0.9150364,-1216.21,889.89,-1041.54,90.12,55.98,-0.46
0C52006011F129FCBC11E1A4AF19E2AD,164.68066,0.0336137,175,1707.18,406.4,117.59,-0.5529714,0.020832092,0.79639995,-318.57,2106.67,-858.79,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.7143,0.0336137,179,1200.73,-1274.87,371.87,-0.065970525,-0.00634702,0.68949807,-713.65,1323.87,-599.46,-1.83,36.9,-57.74
0C52006011F129FCBC11E1A4AF19E2AD,164.7143,0.0336137,175,1696.58,476.58,88.53,-0.4957864,0.025067007,0.823688,-318.25,2104.51,-879.55,-200.43,361.65,82.53
0C52006011F129FCBC11E1A4AF19E2AD,164.74792,0.0336195,175,1691.26,531.08,108.01,-0.45939836,0.13505115,0.8072377,-160.01,1634.33,510.94,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,164.74792,0.0336195,167,977.08,-1697.89,268.45,-0.17113167,-0.020616299,0.9186765,-1282.29,952.64,-1134.1,67.45,44.68,-3.1
0C52006011F129FCBC11E1A4AF19E2AD,164.78156,0.0336137,175,1687.27,571.92,120.51,-0.43577987,0.19432403,0.7917942,-159.89,1633.07,494.29,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,164.8152,0.0336353,179,1135.62,-1148.69,313.53,-0.05757078,0.005176307,0.673087,-706.78,1420.26,-667.08,-1.63,22.91,-44.65
0C52006011F129FCBC11E1A4AF19E2AD,164.8152,0.0336353,175,1681.95,626.32,136.52,-0.40050313,0.27159935,0.7642904,-159.73,1631.39,472.12,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,164.8152,0.0336353,167,889.76,-1632.63,190.46,-0.15151615,-0.033973858,0.9198745,-1331.06,999.6,-1197.11,54.77,37.78,-4.1
0C52006011F129FCBC11E1A4AF19E2AD,164.84883,0.0336137,175,1675.3,694.24,155.5,-0.35082227,0.36428228,0.71921676,-159.53,1629.29,444.43,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,164.88249,0.0336558,175,1672.64,721.38,162.77,-0.32937247,0.39984494,0.697998,-159.45,1628.45,433.37,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,164.91612,0.033613697,179,1077.09,-1026.74,255.15,-0.052871913,0.012162653,0.6615961,-700.15,1483.06,-726.66,-1.57,14.76,-35.33
0C52006011F129FCBC11E1A4AF19E2AD,164.91612,0.033613697,175,1663.33,816.28,186.77,-0.24818045,0.5158821,0.61038333,-159.17,1625.51,394.68,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,164.91612,0.033613697,167,787.63,-1555.41,97.85,-0.13429587,-0.045766924,0.9190241,-1386.23,1053.45,-1264.48,44.84,25.09,-27.19
0C52006011F129FCBC11E1A4AF19E2AD,164.94975,0.0336139,179,1030.45,-927.71,205.07,-0.05044965,0.016079275,0.6536064,-699.53,1487.38,-770.34,-1.41,10.19,-30.77
0C52006011F129FCBC11E1A4AF19E2AD,164.94975,0.0336139,175,1660.67,843.36,193.21,-0.22347759,0.5462873,0.5817955,-159.09,1624.67,383.64,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,164.98338,0.0336136,175,1656.69,883.96,202.53,-0.1853902,0.5893109,0.53620434,-158.97,1623.41,367.08,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,164.98338,0.0336136,167,683.26,-1472.49,11.13,-0.03636375,-0.027322032,0.91149455,-1321.26,1211.52,-591.24,-181.45,507.58,-109.25
0C52006011F129FCBC11E1A4AF19E2AD,165.01701,0.033615902,175,1651.41,938.04,214.31,-0.1330227,0.641481,0.4707814,-158.81,1621.73,345.04,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.05064,0.033613697,179,972.19,-803.51,138.37,-0.048512876,0.01951576,0.64493686,-698.63,1492.78,-824.94,-1.26,6.44,-24.46
0C52006011F129FCBC11E1A4AF19E2AD,165.05064,0.033613697,175,1644.81,1005.56,228.0,-0.06576013,0.6976263,0.38246283,-158.61,1619.63,317.51,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.05064,0.033613697,167,592.89,-1370.84,12.84,-0.009055208,-0.0029590458,0.88829917,-1133.1,1448.39,72.76,-10.47,25.77,-169.24
0C52006011F129FCBC11E1A4AF19E2AD,165.08427,0.0336136,175,1636.89,1086.47,242.91,0.016214145,0.75057274,0.2687347,-158.37,1617.17,284.52,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.1179,0.0336138,179,919.83,-691.28,74.44,-0.0433069,0.017530475,0.64742386,-696.38,1505.76,-874.78,25.58,4.42,32.65
0C52006011F129FCBC11E1A4AF19E2AD,165.1179,0.0336138,175,1632.93,1126.88,249.75,0.057182398,0.77078056,0.20944025,-158.25,1615.94,268.05,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.1179,0.0336138,167,514.51,-1254.61,16.03,-0.0054352577,0.0014323185,0.8552464,-969.67,1628.45,22.57,-1.5,6.95,-186.87
0C52006011F129FCBC11E1A4AF19E2AD,165.15154,0.0336138,175,1630.29,1153.8,254.08,0.0843291,0.7818466,0.16923814,-158.17,1615.12,257.07,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.18517,0.0336136,179,872.01,-575.69,13.68,-0.008952707,0.0036765537,0.64809287,-434.49,1545.28,-443.33,411.74,20.81,-75.03
0C52006011F129FCBC11E1A4AF19E2AD,165.18517,0.0336136,175,1623.69,1221.05,264.11,0.15112233,0.80092716,0.06709804,-157.97,1613.07,229.66,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.18517,0.0336136,167,450.06,-1125.53,16.84,-0.0042753764,0.002586805,0.81590825,-764.25,1791.89,4.7,0.04,1.66,-193.3
0C52006011F129FCBC11E1A4AF19E2AD,165.2188,0.0336136,175,1615.79,1301.64,274.64,0.22807395,0.80730456,-0.056707613,-157.73,1610.61,196.81,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.25243,0.0336192,175,1611.86,1341.88,279.28,0.26473176,0.8036877,-0.11831105,-157.61,1609.38,180.4,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.28606,0.0336139,179,869.31,-436.0,14.82,-0.0011194203,0.0011733682,0.62903833,185.69,1524.08,40.26,-10.05,2.78,-33.19
0C52006011F129FCBC11E1A4AF19E2AD,165.28606,0.0336139,175,1606.62,1395.49,284.84,0.31126207,0.7918434,-0.19935198,-157.45,1607.74,158.54,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.28606,0.0336139,167,389.34,-953.39,37.74,-0.0034607619,0.003487736,0.7851598,-616.85,1935.43,328.49,-2.5,5.84,-74.43
0C52006011F129FCBC11E1A4AF19E2AD,165.3197,0.033629,175,1601.38,1449.04,289.67,0.35467955,0.77209324,-0.27839142,-157.29,1606.1,136.7,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.35333,0.0336137,179,883.52,-345.89,16.28,-0.0022307483,0.0027324643,0.6339315,259.73,1565.63,15.95,-4.1,1.35,86.26
0C52006011F129FCBC11E1A4AF19E2AD,165.35333,0.0336137,175,1597.45,1489.17,292.81,0.38493904,0.75220233,-0.3358948,-157.17,1604.87,120.34,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.35333,0.0336137,167,352.9,-838.47,57.43,0.007172382,0.028476518,0.771994,-630.1,1996.07,326.15,-79.84,145.15,-67.82
0C52006011F129FCBC11E1A4AF19E2AD,165.38696,0.0336137,175,1592.21,1542.63,296.37,0.42189357,0.71912193,-0.40957183,-157.01,1603.23,98.54,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.4206,0.0336136,179,902.25,-225.1,40.91,-0.0010546828,0.0076309396,0.66934305,246.3,1645.76,348.62,-17.05,66.38,133.69
0C52006011F129FCBC11E1A4AF19E2AD,165.4206,0.0336136,175,1588.28,1582.69,298.57,0.44686076,0.6895802,-0.46218207,-156.89,1602.0,82.21,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.4206,0.0336136,167,331.32,-675.66,78.68,0.048512876,0.20063594,0.7437791,-13.24,2286.9,244.73,-353.88,421.02,-1.74
0C52006011F129FCBC11E1A4AF19E2AD,165.45422,0.0336137,175,1577.81,1689.37,302.41,0.50082517,0.59235823,-0.58901423,-156.57,1598.72,38.72,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.48785,0.0336136,175,1573.91,1729.32,303.11,-0.5160061,-0.54957813,0.63075995,-156.45,1597.49,22.43,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.48785,0.0336136,167,329.63,-503.3,93.93,0.108325236,0.45349106,0.66886103,-31.46,2293.69,167.22,-276.38,469.7,-74.08
0C52006011F129FCBC11E1A4AF19E2AD,165.52148,0.0336136,179,949.51,-27.83,74.44,0.047784578,0.20461729,0.709147,737.52,2101.27,273.16,-351.55,411.73,96.87
0C52006011F129FCBC11E1A4AF19E2AD,165.52148,0.0336136,175,1568.71,1782.54,303.41,-0.53172123,-0.4877697,0.6808746,-156.29,1595.85,0.74,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.55511,0.033613697,175,1566.11,1809.13,303.29,-0.53759086,-0.45499617,0.70341384,-156.21,1595.03,-10.08,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.58875,0.0336138,179,1004.39,132.91,92.04,0.1555083,0.4171947,0.6468483,725.1,2173.32,202.19,-128.9,519.48,-126.57
0C52006011F129FCBC11E1A4AF19E2AD,165.58875,0.0336138,175,1557.01,1902.08,301.45,-0.5474957,-0.33190262,0.76811284,-155.93,1592.16,-47.92,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.58875,0.0336138,167,325.43,-292.29,99.72,0.23637663,0.6843774,0.4970757,-51.54,2299.4,-9.84,-251.3,485.66,-58.96
0C52006011F129FCBC11E1A4AF19E2AD,165.62238,0.0336137,175,1553.11,1941.86,299.99,-0.5466164,-0.27581272,0.78875166,-155.81,1590.93,-64.12,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.65602,0.0336258,175,1547.91,1994.85,297.41,-0.5406713,-0.19866684,0.8093528,-155.65,1589.29,-85.7,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.65602,0.0336258,167,321.56,-119.85,98.63,0.28266954,0.84179175,0.33958483,-51.7,2299.36,-15.39,-227.99,496.99,59.27
0C52006011F129FCBC11E1A4AF19E2AD,165.68965,0.0336137,179,1069.04,333.94,99.5,0.3313146,0.6054373,0.487241,684.25,2195.81,-14.25,-119.93,510.7,-165.22
0C52006011F129FCBC11E1A4AF19E2AD,165.68965,0.0336137,175,1542.71,2047.79,294.11,-0.5293206,-0.119541064,0.82186896,-155.49,1587.65,-107.26,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.72328,0.0336137,175,1536.24,2113.89,288.97,-0.50771976,-0.019046413,0.82595456,-155.29,1585.6,-134.17,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.75691,0.0336223,179,1108.15,462.74,98.26,0.42786562,0.6937575,0.35716656,656.42,2204.21,-23.04,-121.79,509.85,-166.45
0C52006011F129FCBC11E1A4AF19E2AD,165.75691,0.0336223,175,1532.37,2153.51,285.35,-0.49092564,0.04149964,0.8222175,-155.17,1584.37,-150.31,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.75691,0.0336223,167,316.83,90.91,97.2,0.2940202,0.94571584,0.12641408,-51.94,2299.36,-15.48,-223.07,498.55,64.69
0C52006011F129FCBC11E1A4AF19E2AD,165.79054,0.033616003,175,1529.79,2179.91,282.71,-0.4781939,0.081750385,0.8171536,-155.09,1583.55,-161.05,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.82417,0.033613697,175,1524.63,2232.66,276.89,-0.44917515,0.16154507,0.80091673,-154.93,1581.91,-182.53,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.8578,0.0336137,179,1161.75,647.03,96.58,0.53567564,0.77057695,0.14847888,639.03,2209.37,-16.54,-101.7,517.92,-154.61
0C52006011F129FCBC11E1A4AF19E2AD,165.8578,0.0336137,175,1515.6,2324.85,264.99,-0.38778755,0.2968309,0.75339234,-154.65,1579.07,-220.06,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.8578,0.0336137,167,312.46,282.51,95.9,0.2732232,0.94124913,-0.08068217,-53.21,2299.33,-15.33,-222.92,498.61,64.7
0C52006011F129FCBC11E1A4AF19E2AD,165.89143,0.0336138,175,1510.44,2377.46,257.21,-0.34725088,0.37031376,0.7157858,-154.49,1577.47,-241.48,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.92506,0.0336137,167,307.93,474.11,94.6,0.22511761,0.8427328,-0.27970776,-55.05,2299.29,-15.05,-222.92,498.61,64.7
0C52006011F129FCBC11E1A4AF19E2AD,165.9587,0.0336137,179,1230.79,886.49,94.87,0.5942688,0.80136883,-0.06619171,635.44,2210.42,-15.72,30.72,544.58,-70.57
0C52006011F129FCBC11E1A4AF19E2AD,165.9587,0.0336137,175,1501.41,2469.39,241.87,-0.268233,0.4896093,0.63301104,-154.21,1574.67,-278.91,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.99232,0.0336138,175,1497.57,2508.74,234.63,-0.23171549,0.5363446,0.59145635,-154.09,1573.47,-294.93,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,165.99232,0.0336138,167,304.21,627.39,93.63,0.17012289,0.70252395,-0.4196763,-56.26,2299.26,-14.84,-222.92,498.61,64.7
0C52006011F129FCBC11E1A4AF19E2AD,166.02596,0.033613697,179,1278.35,1052.35,93.7,0.5834683,0.7594686,-0.20889542,632.88,2211.15,-15.44,16.63,545.6,-67.35
0C52006011F129FCBC11E1A4AF19E2AD,166.02596,0.033613697,175,1489.89,2587.35,218.95,-0.1549742,0.6205278,0.4986187,-153.85,1571.07,-326.94,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,166.05959,0.0336138,175,1486.05,2626.61,210.51,-0.11518742,0.65749997,0.4478588,-153.73,1569.87,-342.93,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,166.09322,0.0336136,175,1480.93,2678.91,198.63,-0.061169155,0.70101225,0.37631276,-153.57,1568.27,-364.22,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,166.09322,0.0336136,167,298.05,876.47,90.85,-0.082548775,-0.45001674,0.5614197,-57.08,2298.73,-50.46,-187.16,402.8,40.59
0C52006011F129FCBC11E1A4AF19E2AD,166.12685,0.0336138,179,1336.24,1255.11,92.27,0.5155206,0.6390912,-0.36695814,630.28,2211.9,-15.21,13.29,546.05,-64.43
0C52006011F129FCBC11E1A4AF19E2AD,166.12685,0.0336138,175,1477.09,2718.1,189.26,-0.020227874,0.72906965,0.32014728,-153.45,1567.07,-380.18,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,166.16048,0.0336137,175,1471.97,2770.31,176.14,0.03450259,0.7600803,0.2425159,-153.29,1565.47,-401.43,-598.38,-28.76,33.28
0C52006011F129FCBC11E1A4AF19E2AD,166.16048,0.0336137,167,294.71,1010.57,86.71,-0.055741947,-0.3501803,0.593643,-56.92,2297.67,-86.32,-157.99,310.26,17.47
0C52006011F129FCBC11E1A4AF19E2AD,166.1941,0.033613898,175,1466.85,2822.46,162.32,0.0888877,0.7835022,0.16246219,-153.13,1563.87,-422.67,-598.38,-28.76,33.28
